Site:,GorstenN2,6875,tonnes,118,days,2832,timesteps,,
3,4,4,3,85,9,mg,ug,ug,
Day,Time,A-Chem(fd)ug/d,A-Chem(fae)ug/d,A-FI(kg/d for farm),,,,,
#NAME?,769,0,24754552,6076
#NAME?,770,0,24754552,6076
#NAME?,771,0,24754552,6076
#NAME?,772,0,24754552,6076
#NAME?,773,0,24754552,6076
#NAME?,774,0,24754552,6076
#NAME?,775,0,24754552,6076
#NAME?,776,0,24754552,6076
#NAME?,777,0,24754552,6076
#NAME?,778,0,24754552,6076
#NAME?,779,0,24754552,6076
#NAME?,780,0,24754552,6076
#NAME?,781,0,24754552,6076
#NAME?,782,0,24754552,6076
#NAME?,783,0,24754552,6076
#NAME?,784,0,24754552,6076
#NAME?,785,0,24754552,6076
#NAME?,786,0,24754552,6076
#NAME?,787,0,24754552,6076
#NAME?,788,0,24754552,6076
#NAME?,789,0,24754552,6076
#NAME?,790,0,24754552,6076
#NAME?,791,0,24754552,6076
#NAME?,792,0,24754552,6076
#NAME?,793,0,24282485,6076
#NAME?,794,0,24282485,6076
#NAME?,795,0,24282485,6076
#NAME?,796,0,24282485,6076
#NAME?,797,0,24282485,6076
#NAME?,798,0,24282485,6076
#NAME?,799,0,24282485,6076
#NAME?,800,0,24282485,6076
#NAME?,801,0,24282485,6076
#NAME?,802,0,24282485,6076
#NAME?,803,0,24282485,6076
#NAME?,804,0,24282485,6076
#NAME?,805,0,24282485,6076
#NAME?,806,0,24282485,6076
#NAME?,807,0,24282485,6076
#NAME?,808,0,24282485,6076
#NAME?,809,0,24282485,6076
#NAME?,810,0,24282485,6076
#NAME?,811,0,24282485,6076
#NAME?,812,0,24282485,6076
#NAME?,813,0,24282485,6076
#NAME?,814,0,24282485,6076
#NAME?,815,0,24282485,6076
#NAME?,816,0,24282485,6076
#NAME?,817,0,23819420,6076
#NAME?,818,0,23819420,6076
#NAME?,819,0,23819420,6076
#NAME?,820,0,23819420,6076
#NAME?,821,0,23819420,6076
#NAME?,822,0,23819420,6076
#NAME?,823,0,23819420,6076
#NAME?,824,0,23819420,6076
#NAME?,825,0,23819420,6076
#NAME?,826,0,23819420,6076
#NAME?,827,0,23819420,6076
#NAME?,828,0,23819420,6076
#NAME?,829,0,23819420,6076
#NAME?,830,0,23819420,6076
#NAME?,831,0,23819420,6076
#NAME?,832,0,23819420,6076
#NAME?,833,0,23819420,6076
#NAME?,834,0,23819420,6076
#NAME?,835,0,23819420,6076
#NAME?,836,0,23819420,6076
#NAME?,837,0,23819420,6076
#NAME?,838,0,23819420,6076
#NAME?,839,0,23819420,6076
#NAME?,840,0,23819420,6076
#NAME?,841,0,23365186,6076
#NAME?,842,0,23365186,6076
#NAME?,843,0,23365186,6076
#NAME?,844,0,23365186,6076
#NAME?,845,0,23365186,6076
#NAME?,846,0,23365186,6076
#NAME?,847,0,23365186,6076
#NAME?,848,0,23365186,6076
#NAME?,849,0,23365186,6076
#NAME?,850,0,23365186,6076
#NAME?,851,0,23365186,6076
#NAME?,852,0,23365186,6076
#NAME?,853,0,23365186,6076
#NAME?,854,0,23365186,6076
#NAME?,855,0,23365186,6076
#NAME?,856,0,23365186,6076
#NAME?,857,0,23365186,6076
#NAME?,858,0,23365186,6076
#NAME?,859,0,23365186,6076
#NAME?,860,0,23365186,6076
#NAME?,861,0,23365186,6076
#NAME?,862,0,23365186,6076
#NAME?,863,0,23365186,6076
#NAME?,864,0,23365186,6076
#NAME?,865,0,22919614,6076
#NAME?,866,0,22919614,6076
#NAME?,867,0,22919614,6076
#NAME?,868,0,22919614,6076
#NAME?,869,0,22919614,6076
#NAME?,870,0,22919614,6076
#NAME?,871,0,22919614,6076
#NAME?,872,0,22919614,6076
#NAME?,873,0,22919614,6076
#NAME?,874,0,22919614,6076
#NAME?,875,0,22919614,6076
#NAME?,876,0,22919614,6076
#NAME?,877,0,22919614,6076
#NAME?,878,0,22919614,6076
#NAME?,879,0,22919614,6076
#NAME?,880,0,22919614,6076
#NAME?,881,0,22919614,6076
#NAME?,882,0,22919614,6076
#NAME?,883,0,22919614,6076
#NAME?,884,0,22919614,6076
#NAME?,885,0,22919614,6076
#NAME?,886,0,22919614,6076
#NAME?,887,0,22919614,6076
#NAME?,888,0,22919614,6076
#NAME?,889,0,22482539,6076
#NAME?,890,0,22482539,6076
#NAME?,891,0,22482539,6076
#NAME?,892,0,22482539,6076
#NAME?,893,0,22482539,6076
#NAME?,894,0,22482539,6076
#NAME?,895,0,22482539,6076
#NAME?,896,0,22482539,6076
#NAME?,897,0,22482539,6076
#NAME?,898,0,22482539,6076
#NAME?,899,0,22482539,6076
#NAME?,900,0,22482539,6076
#NAME?,901,0,22482539,6076
#NAME?,902,0,22482539,6076
#NAME?,903,0,22482539,6076
#NAME?,904,0,22482539,6076
#NAME?,905,0,22482539,6076
#NAME?,906,0,22482539,6076
#NAME?,907,0,22482539,6076
#NAME?,908,0,22482539,6076
#NAME?,909,0,22482539,6076
#NAME?,910,0,22482539,6076
#NAME?,911,0,22482539,6076
#NAME?,912,0,22482539,6076
#NAME?,913,0,22053799,6076
#NAME?,914,0,22053799,6076
#NAME?,915,0,22053799,6076
#NAME?,916,0,22053799,6076
#NAME?,917,0,22053799,6076
#NAME?,918,0,22053799,6076
#NAME?,919,0,22053799,6076
#NAME?,920,0,22053799,6076
#NAME?,921,0,22053799,6076
#NAME?,922,0,22053799,6076
#NAME?,923,0,22053799,6076
#NAME?,924,0,22053799,6076
#NAME?,925,0,22053799,6076
#NAME?,926,0,22053799,6076
#NAME?,927,0,22053799,6076
#NAME?,928,0,22053799,6076
#NAME?,929,0,22053799,6076
#NAME?,930,0,22053799,6076
#NAME?,931,0,22053799,6076
#NAME?,932,0,22053799,6076
#NAME?,933,0,22053799,6076
#NAME?,934,0,22053799,6076
#NAME?,935,0,22053799,6076
#NAME?,936,0,22053799,6076
#NAME?,937,0,21633235,6076
#NAME?,938,0,21633235,6076
#NAME?,939,0,21633235,6076
#NAME?,940,0,21633235,6076
#NAME?,941,0,21633235,6076
#NAME?,942,0,21633235,6076
#NAME?,943,0,21633235,6076
#NAME?,944,0,21633235,6076
#NAME?,945,0,21633235,6076
#NAME?,946,0,21633235,6076
#NAME?,947,0,21633235,6076
#NAME?,948,0,21633235,6076
#NAME?,949,0,21633235,6076
#NAME?,950,0,21633235,6076
#NAME?,951,0,21633235,6076
#NAME?,952,0,21633235,6076
#NAME?,953,0,21633235,6076
#NAME?,954,0,21633235,6076
#NAME?,955,0,21633235,6076
#NAME?,956,0,21633235,6076
#NAME?,957,0,21633235,6076
#NAME?,958,0,21633235,6076
#NAME?,959,0,21633235,6076
#NAME?,960,0,21633235,6076
#NAME?,961,0,21220691,6076
#NAME?,962,0,21220691,6076
#NAME?,963,0,21220691,6076
#NAME?,964,0,21220691,6076
#NAME?,965,0,21220691,6076
#NAME?,966,0,21220691,6076
#NAME?,967,0,21220691,6076
#NAME?,968,0,21220691,6076
#NAME?,969,0,21220691,6076
#NAME?,970,0,21220691,6076
#NAME?,971,0,21220691,6076
#NAME?,972,0,21220691,6076
#NAME?,973,0,21220691,6076
#NAME?,974,0,21220691,6076
#NAME?,975,0,21220691,6076
#NAME?,976,0,21220691,6076
#NAME?,977,0,21220691,6076
#NAME?,978,0,21220691,6076
#NAME?,979,0,21220691,6076
#NAME?,980,0,21220691,6076
#NAME?,981,0,21220691,6076
#NAME?,982,0,21220691,6076
#NAME?,983,0,21220691,6076
#NAME?,984,0,21220691,6076
#NAME?,985,0,20816014,6076
#NAME?,986,0,20816014,6076
#NAME?,987,0,20816014,6076
#NAME?,988,0,20816014,6076
#NAME?,989,0,20816014,6076
#NAME?,990,0,20816014,6076
#NAME?,991,0,20816014,6076
#NAME?,992,0,20816014,6076
#NAME?,993,0,20816014,6076
#NAME?,994,0,20816014,6076
#NAME?,995,0,20816014,6076
#NAME?,996,0,20816014,6076
#NAME?,997,0,20816014,6076
#NAME?,998,0,20816014,6076
#NAME?,999,0,20816014,6076
#NAME?,1000,0,20816014,6076
#NAME?,1001,0,20816014,6076
#NAME?,1002,0,20816014,6076
#NAME?,1003,0,20816014,6076
#NAME?,1004,0,20816014,6076
#NAME?,1005,0,20816014,6076
#NAME?,1006,0,20816014,6076
#NAME?,1007,0,20816014,6076
#NAME?,1008,0,20816014,6076
#NAME?,1009,0,20419055,6076
#NAME?,1010,0,20419055,6076
#NAME?,1011,0,20419055,6076
#NAME?,1012,0,20419055,6076
#NAME?,1013,0,20419055,6076
#NAME?,1014,0,20419055,6076
#NAME?,1015,0,20419055,6076
#NAME?,1016,0,20419055,6076
#NAME?,1017,0,20419055,6076
#NAME?,1018,0,20419055,6076
#NAME?,1019,0,20419055,6076
#NAME?,1020,0,20419055,6076
#NAME?,1021,0,20419055,6076
#NAME?,1022,0,20419055,6076
#NAME?,1023,0,20419055,6076
#NAME?,1024,0,20419055,6076
#NAME?,1025,0,20419055,6076
#NAME?,1026,0,20419055,6076
#NAME?,1027,0,20419055,6076
#NAME?,1028,0,20419055,6076
#NAME?,1029,0,20419055,6076
#NAME?,1030,0,20419055,6076
#NAME?,1031,0,20419055,6076
#NAME?,1032,0,20419055,6076
#NAME?,1033,0,20029665,6076
#NAME?,1034,0,20029665,6076
#NAME?,1035,0,20029665,6076
#NAME?,1036,0,20029665,6076
#NAME?,1037,0,20029665,6076
#NAME?,1038,0,20029665,6076
#NAME?,1039,0,20029665,6076
#NAME?,1040,0,20029665,6076
#NAME?,1041,0,20029665,6076
#NAME?,1042,0,20029665,6076
#NAME?,1043,0,20029665,6076
#NAME?,1044,0,20029665,6076
#NAME?,1045,0,20029665,6076
#NAME?,1046,0,20029665,6076
#NAME?,1047,0,20029665,6076
#NAME?,1048,0,20029665,6076
#NAME?,1049,0,20029665,6076
#NAME?,1050,0,20029665,6076
#NAME?,1051,0,20029665,6076
#NAME?,1052,0,20029665,6076
#NAME?,1053,0,20029665,6076
#NAME?,1054,0,20029665,6076
#NAME?,1055,0,20029665,6076
#NAME?,1056,0,20029665,6076
#NAME?,1057,0,19647701,6076
#NAME?,1058,0,19647701,6076
#NAME?,1059,0,19647701,6076
#NAME?,1060,0,19647701,6076
#NAME?,1061,0,19647701,6076
#NAME?,1062,0,19647701,6076
#NAME?,1063,0,19647701,6076
#NAME?,1064,0,19647701,6076
#NAME?,1065,0,19647701,6076
#NAME?,1066,0,19647701,6076
#NAME?,1067,0,19647701,6076
#NAME?,1068,0,19647701,6076
#NAME?,1069,0,19647701,6076
#NAME?,1070,0,19647701,6076
#NAME?,1071,0,19647701,6076
#NAME?,1072,0,19647701,6076
#NAME?,1073,0,19647701,6076
#NAME?,1074,0,19647701,6076
#NAME?,1075,0,19647701,6076
#NAME?,1076,0,19647701,6076
#NAME?,1077,0,19647701,6076
#NAME?,1078,0,19647701,6076
#NAME?,1079,0,19647701,6076
#NAME?,1080,0,19647701,6076
#NAME?,1081,0,19273021,6076
#NAME?,1082,0,19273021,6076
#NAME?,1083,0,19273021,6076
#NAME?,1084,0,19273021,6076
#NAME?,1085,0,19273021,6076
#NAME?,1086,0,19273021,6076
#NAME?,1087,0,19273021,6076
#NAME?,1088,0,19273021,6076
#NAME?,1089,0,19273021,6076
#NAME?,1090,0,19273021,6076
#NAME?,1091,0,19273021,6076
#NAME?,1092,0,19273021,6076
#NAME?,1093,0,19273021,6076
#NAME?,1094,0,19273021,6076
#NAME?,1095,0,19273021,6076
#NAME?,1096,0,19273021,6076
#NAME?,1097,0,19273021,6076
#NAME?,1098,0,19273021,6076
#NAME?,1099,0,19273021,6076
#NAME?,1100,0,19273021,6076
#NAME?,1101,0,19273021,6076
#NAME?,1102,0,19273021,6076
#NAME?,1103,0,19273021,6076
#NAME?,1104,0,19273021,6076
#NAME?,1105,0,18905487,6076
#NAME?,1106,0,18905487,6076
#NAME?,1107,0,18905487,6076
#NAME?,1108,0,18905487,6076
#NAME?,1109,0,18905487,6076
#NAME?,1110,0,18905487,6076
#NAME?,1111,0,18905487,6076
#NAME?,1112,0,18905487,6076
#NAME?,1113,0,18905487,6076
#NAME?,1114,0,18905487,6076
#NAME?,1115,0,18905487,6076
#NAME?,1116,0,18905487,6076
#NAME?,1117,0,18905487,6076
#NAME?,1118,0,18905487,6076
#NAME?,1119,0,18905487,6076
#NAME?,1120,0,18905487,6076
#NAME?,1121,0,18905487,6076
#NAME?,1122,0,18905487,6076
#NAME?,1123,0,18905487,6076
#NAME?,1124,0,18905487,6076
#NAME?,1125,0,18905487,6076
#NAME?,1126,0,18905487,6076
#NAME?,1127,0,18905487,6076
#NAME?,1128,0,18905487,6076
#NAME?,1129,0,18544961,6076
#NAME?,1130,0,18544961,6076
#NAME?,1131,0,18544961,6076
#NAME?,1132,0,18544961,6076
#NAME?,1133,0,18544961,6076
#NAME?,1134,0,18544961,6076
#NAME?,1135,0,18544961,6076
#NAME?,1136,0,18544961,6076
#NAME?,1137,0,18544961,6076
#NAME?,1138,0,18544961,6076
#NAME?,1139,0,18544961,6076
#NAME?,1140,0,18544961,6076
#NAME?,1141,0,18544961,6076
#NAME?,1142,0,18544961,6076
#NAME?,1143,0,18544961,6076
#NAME?,1144,0,18544961,6076
#NAME?,1145,0,18544961,6076
#NAME?,1146,0,18544961,6076
#NAME?,1147,0,18544961,6076
#NAME?,1148,0,18544961,6076
#NAME?,1149,0,18544961,6076
#NAME?,1150,0,18544961,6076
#NAME?,1151,0,18544961,6076
#NAME?,1152,0,18544961,6076
#NAME?,1153,0,18191310,6076
#NAME?,1154,0,18191310,6076
#NAME?,1155,0,18191310,6076
#NAME?,1156,0,18191310,6076
#NAME?,1157,0,18191310,6076
#NAME?,1158,0,18191310,6076
#NAME?,1159,0,18191310,6076
#NAME?,1160,0,18191310,6076
#NAME?,1161,0,18191310,6076
#NAME?,1162,0,18191310,6076
#NAME?,1163,0,18191310,6076
#NAME?,1164,0,18191310,6076
#NAME?,1165,0,18191310,6076
#NAME?,1166,0,18191310,6076
#NAME?,1167,0,18191310,6076
#NAME?,1168,0,18191310,6076
#NAME?,1169,0,18191310,6076
#NAME?,1170,0,18191310,6076
#NAME?,1171,0,18191310,6076
#NAME?,1172,0,18191310,6076
#NAME?,1173,0,18191310,6076
#NAME?,1174,0,18191310,6076
#NAME?,1175,0,18191310,6076
#NAME?,1176,0,18191310,6076
#NAME?,1177,0,17844403,6076
#NAME?,1178,0,17844403,6076
#NAME?,1179,0,17844403,6076
#NAME?,1180,0,17844403,6076
#NAME?,1181,0,17844403,6076
#NAME?,1182,0,17844403,6076
#NAME?,1183,0,17844403,6076
#NAME?,1184,0,17844403,6076
#NAME?,1185,0,17844403,6076
#NAME?,1186,0,17844403,6076
#NAME?,1187,0,17844403,6076
#NAME?,1188,0,17844403,6076
#NAME?,1189,0,17844403,6076
#NAME?,1190,0,17844403,6076
#NAME?,1191,0,17844403,6076
#NAME?,1192,0,17844403,6076
#NAME?,1193,0,17844403,6076
#NAME?,1194,0,17844403,6076
#NAME?,1195,0,17844403,6076
#NAME?,1196,0,17844403,6076
#NAME?,1197,0,17844403,6076
#NAME?,1198,0,17844403,6076
#NAME?,1199,0,17844403,6076
#NAME?,1200,0,17844403,6076
#NAME?,1201,0,17504112,6076
#NAME?,1202,0,17504112,6076
#NAME?,1203,0,17504112,6076
#NAME?,1204,0,17504112,6076
#NAME?,1205,0,17504112,6076
#NAME?,1206,0,17504112,6076
#NAME?,1207,0,17504112,6076
#NAME?,1208,0,17504112,6076
#NAME?,1209,0,17504112,6076
#NAME?,1210,0,17504112,6076
#NAME?,1211,0,17504112,6076
#NAME?,1212,0,17504112,6076
#NAME?,1213,0,17504112,6076
#NAME?,1214,0,17504112,6076
#NAME?,1215,0,17504112,6076
#NAME?,1216,0,17504112,6076
#NAME?,1217,0,17504112,6076
#NAME?,1218,0,17504112,6076
#NAME?,1219,0,17504112,6076
#NAME?,1220,0,17504112,6076
#NAME?,1221,0,17504112,6076
#NAME?,1222,0,17504112,6076
#NAME?,1223,0,17504112,6076
#NAME?,1224,0,17504112,6076
#NAME?,1225,0,17170310,6076
#NAME?,1226,0,17170310,6076
#NAME?,1227,0,17170310,6076
#NAME?,1228,0,17170310,6076
#NAME?,1229,0,17170310,6076
#NAME?,1230,0,17170310,6076
#NAME?,1231,0,17170310,6076
#NAME?,1232,0,17170310,6076
#NAME?,1233,0,17170310,6076
#NAME?,1234,0,17170310,6076
#NAME?,1235,0,17170310,6076
#NAME?,1236,0,17170310,6076
#NAME?,1237,0,17170310,6076
#NAME?,1238,0,17170310,6076
#NAME?,1239,0,17170310,6076
#NAME?,1240,0,17170310,6076
#NAME?,1241,0,17170310,6076
#NAME?,1242,0,17170310,6076
#NAME?,1243,0,17170310,6076
#NAME?,1244,0,17170310,6076
#NAME?,1245,0,17170310,6076
#NAME?,1246,0,17170310,6076
#NAME?,1247,0,17170310,6076
#NAME?,1248,0,17170310,6076
#NAME?,1249,0,16842874,6076
#NAME?,1250,0,16842874,6076
#NAME?,1251,0,16842874,6076
#NAME?,1252,0,16842874,6076
#NAME?,1253,0,16842874,6076
#NAME?,1254,0,16842874,6076
#NAME?,1255,0,16842874,6076
#NAME?,1256,0,16842874,6076
#NAME?,1257,0,16842874,6076
#NAME?,1258,0,16842874,6076
#NAME?,1259,0,16842874,6076
#NAME?,1260,0,16842874,6076
#NAME?,1261,0,16842874,6076
#NAME?,1262,0,16842874,6076
#NAME?,1263,0,16842874,6076
#NAME?,1264,0,16842874,6076
#NAME?,1265,0,16842874,6076
#NAME?,1266,0,16842874,6076
#NAME?,1267,0,16842874,6076
#NAME?,1268,0,16842874,6076
#NAME?,1269,0,16842874,6076
#NAME?,1270,0,16842874,6076
#NAME?,1271,0,16842874,6076
#NAME?,1272,0,16842874,6076
#NAME?,1273,0,16521682,6076
#NAME?,1274,0,16521682,6076
#NAME?,1275,0,16521682,6076
#NAME?,1276,0,16521682,6076
#NAME?,1277,0,16521682,6076
#NAME?,1278,0,16521682,6076
#NAME?,1279,0,16521682,6076
#NAME?,1280,0,16521682,6076
#NAME?,1281,0,16521682,6076
#NAME?,1282,0,16521682,6076
#NAME?,1283,0,16521682,6076
#NAME?,1284,0,16521682,6076
#NAME?,1285,0,16521682,6076
#NAME?,1286,0,16521682,6076
#NAME?,1287,0,16521682,6076
#NAME?,1288,0,16521682,6076
#NAME?,1289,0,16521682,6076
#NAME?,1290,0,16521682,6076
#NAME?,1291,0,16521682,6076
#NAME?,1292,0,16521682,6076
#NAME?,1293,0,16521682,6076
#NAME?,1294,0,16521682,6076
#NAME?,1295,0,16521682,6076
#NAME?,1296,0,16521682,6076
#NAME?,1297,0,16206615,6076
#NAME?,1298,0,16206615,6076
#NAME?,1299,0,16206615,6076
#NAME?,1300,0,16206615,6076
#NAME?,1301,0,16206615,6076
#NAME?,1302,0,16206615,6076
#NAME?,1303,0,16206615,6076
#NAME?,1304,0,16206615,6076
#NAME?,1305,0,16206615,6076
#NAME?,1306,0,16206615,6076
#NAME?,1307,0,16206615,6076
#NAME?,1308,0,16206615,6076
#NAME?,1309,0,16206615,6076
#NAME?,1310,0,16206615,6076
#NAME?,1311,0,16206615,6076
#NAME?,1312,0,16206615,6076
#NAME?,1313,0,16206615,6076
#NAME?,1314,0,16206615,6076
#NAME?,1315,0,16206615,6076
#NAME?,1316,0,16206615,6076
#NAME?,1317,0,16206615,6076
#NAME?,1318,0,16206615,6076
#NAME?,1319,0,16206615,6076
#NAME?,1320,0,16206615,6076
#NAME?,1321,0,15897556,6076
#NAME?,1322,0,15897556,6076
#NAME?,1323,0,15897556,6076
#NAME?,1324,0,15897556,6076
#NAME?,1325,0,15897556,6076
#NAME?,1326,0,15897556,6076
#NAME?,1327,0,15897556,6076
#NAME?,1328,0,15897556,6076
#NAME?,1329,0,15897556,6076
#NAME?,1330,0,15897556,6076
#NAME?,1331,0,15897556,6076
#NAME?,1332,0,15897556,6076
#NAME?,1333,0,15897556,6076
#NAME?,1334,0,15897556,6076
#NAME?,1335,0,15897556,6076
#NAME?,1336,0,15897556,6076
#NAME?,1337,0,15897556,6076
#NAME?,1338,0,15897556,6076
#NAME?,1339,0,15897556,6076
#NAME?,1340,0,15897556,6076
#NAME?,1341,0,15897556,6076
#NAME?,1342,0,15897556,6076
#NAME?,1343,0,15897556,6076
#NAME?,1344,0,15897556,6076
#NAME?,1345,0,15594391,6076
#NAME?,1346,0,15594391,6076
#NAME?,1347,0,15594391,6076
#NAME?,1348,0,15594391,6076
#NAME?,1349,0,15594391,6076
#NAME?,1350,0,15594391,6076
#NAME?,1351,0,15594391,6076
#NAME?,1352,0,15594391,6076
#NAME?,1353,0,15594391,6076
#NAME?,1354,0,15594391,6076
#NAME?,1355,0,15594391,6076
#NAME?,1356,0,15594391,6076
#NAME?,1357,0,15594391,6076
#NAME?,1358,0,15594391,6076
#NAME?,1359,0,15594391,6076
#NAME?,1360,0,15594391,6076
#NAME?,1361,0,15594391,6076
#NAME?,1362,0,15594391,6076
#NAME?,1363,0,15594391,6076
#NAME?,1364,0,15594391,6076
#NAME?,1365,0,15594391,6076
#NAME?,1366,0,15594391,6076
#NAME?,1367,0,15594391,6076
#NAME?,1368,0,15594391,6076
#NAME?,1369,0,15297007,6076
#NAME?,1370,0,15297007,6076
#NAME?,1371,0,15297007,6076
#NAME?,1372,0,15297007,6076
#NAME?,1373,0,15297007,6076
#NAME?,1374,0,15297007,6076
#NAME?,1375,0,15297007,6076
#NAME?,1376,0,15297007,6076
#NAME?,1377,0,15297007,6076
#NAME?,1378,0,15297007,6076
#NAME?,1379,0,15297007,6076
#NAME?,1380,0,15297007,6076
#NAME?,1381,0,15297007,6076
#NAME?,1382,0,15297007,6076
#NAME?,1383,0,15297007,6076
#NAME?,1384,0,15297007,6076
#NAME?,1385,0,15297007,6076
#NAME?,1386,0,15297007,6076
#NAME?,1387,0,15297007,6076
#NAME?,1388,0,15297007,6076
#NAME?,1389,0,15297007,6076
#NAME?,1390,0,15297007,6076
#NAME?,1391,0,15297007,6076
#NAME?,1392,0,15297007,6076
#NAME?,1393,0,15005295,6076
#NAME?,1394,0,15005295,6076
#NAME?,1395,0,15005295,6076
#NAME?,1396,0,15005295,6076
#NAME?,1397,0,15005295,6076
#NAME?,1398,0,15005295,6076
#NAME?,1399,0,15005295,6076
#NAME?,1400,0,15005295,6076
#NAME?,1401,0,15005295,6076
#NAME?,1402,0,15005295,6076
#NAME?,1403,0,15005295,6076
#NAME?,1404,0,15005295,6076
#NAME?,1405,0,15005295,6076
#NAME?,1406,0,15005295,6076
#NAME?,1407,0,15005295,6076
#NAME?,1408,0,15005295,6076
#NAME?,1409,0,15005295,6076
#NAME?,1410,0,15005295,6076
#NAME?,1411,0,15005295,6076
#NAME?,1412,0,15005295,6076
#NAME?,1413,0,15005295,6076
#NAME?,1414,0,15005295,6076
#NAME?,1415,0,15005295,6076
#NAME?,1416,0,15005295,6076
#NAME?,1417,0,14719145,6076
#NAME?,1418,0,14719145,6076
#NAME?,1419,0,14719145,6076
#NAME?,1420,0,14719145,6076
#NAME?,1421,0,14719145,6076
#NAME?,1422,0,14719145,6076
#NAME?,1423,0,14719145,6076
#NAME?,1424,0,14719145,6076
#NAME?,1425,0,14719145,6076
#NAME?,1426,0,14719145,6076
#NAME?,1427,0,14719145,6076
#NAME?,1428,0,14719145,6076
#NAME?,1429,0,14719145,6076
#NAME?,1430,0,14719145,6076
#NAME?,1431,0,14719145,6076
#NAME?,1432,0,14719145,6076
#NAME?,1433,0,14719145,6076
#NAME?,1434,0,14719145,6076
#NAME?,1435,0,14719145,6076
#NAME?,1436,0,14719145,6076
#NAME?,1437,0,14719145,6076
#NAME?,1438,0,14719145,6076
#NAME?,1439,0,14719145,6076
#NAME?,1440,0,14719145,6076
#NAME?,1441,0,14438452,6076
#NAME?,1442,0,14438452,6076
#NAME?,1443,0,14438452,6076
#NAME?,1444,0,14438452,6076
#NAME?,1445,0,14438452,6076
#NAME?,1446,0,14438452,6076
#NAME?,1447,0,14438452,6076
#NAME?,1448,0,14438452,6076
#NAME?,1449,0,14438452,6076
#NAME?,1450,0,14438452,6076
#NAME?,1451,0,14438452,6076
#NAME?,1452,0,14438452,6076
#NAME?,1453,0,14438452,6076
#NAME?,1454,0,14438452,6076
#NAME?,1455,0,14438452,6076
#NAME?,1456,0,14438452,6076
#NAME?,1457,0,14438452,6076
#NAME?,1458,0,14438452,6076
#NAME?,1459,0,14438452,6076
#NAME?,1460,0,14438452,6076
#NAME?,1461,0,14438452,6076
#NAME?,1462,0,14438452,6076
#NAME?,1463,0,14438452,6076
#NAME?,1464,0,14438452,6076
#NAME?,1465,0,14163112,6076
#NAME?,1466,0,14163112,6076
#NAME?,1467,0,14163112,6076
#NAME?,1468,0,14163112,6076
#NAME?,1469,0,14163112,6076
#NAME?,1470,0,14163112,6076
#NAME?,1471,0,14163112,6076
#NAME?,1472,0,14163112,6076
#NAME?,1473,0,14163112,6076
#NAME?,1474,0,14163112,6076
#NAME?,1475,0,14163112,6076
#NAME?,1476,0,14163112,6076
#NAME?,1477,0,14163112,6076
#NAME?,1478,0,14163112,6076
#NAME?,1479,0,14163112,6076
#NAME?,1480,0,14163112,6076
#NAME?,1481,0,14163112,6076
#NAME?,1482,0,14163112,6076
#NAME?,1483,0,14163112,6076
#NAME?,1484,0,14163112,6076
#NAME?,1485,0,14163112,6076
#NAME?,1486,0,14163112,6076
#NAME?,1487,0,14163112,6076
#NAME?,1488,0,14163112,6076
#NAME?,1489,0,13893023,6076
#NAME?,1490,0,13893023,6076
#NAME?,1491,0,13893023,6076
#NAME?,1492,0,13893023,6076
#NAME?,1493,0,13893023,6076
#NAME?,1494,0,13893023,6076
#NAME?,1495,0,13893023,6076
#NAME?,1496,0,13893023,6076
#NAME?,1497,0,13893023,6076
#NAME?,1498,0,13893023,6076
#NAME?,1499,0,13893023,6076
#NAME?,1500,0,13893023,6076
#NAME?,1501,0,13893023,6076
#NAME?,1502,0,13893023,6076
#NAME?,1503,0,13893023,6076
#NAME?,1504,0,13893023,6076
#NAME?,1505,0,13893023,6076
#NAME?,1506,0,13893023,6076
#NAME?,1507,0,13893023,6076
#NAME?,1508,0,13893023,6076
#NAME?,1509,0,13893023,6076
#NAME?,1510,0,13893023,6076
#NAME?,1511,0,13893023,6076
#NAME?,1512,0,13893023,6076
#NAME?,1513,0,13628084,6076
#NAME?,1514,0,13628084,6076
#NAME?,1515,0,13628084,6076
#NAME?,1516,0,13628084,6076
#NAME?,1517,0,13628084,6076
#NAME?,1518,0,13628084,6076
#NAME?,1519,0,13628084,6076
#NAME?,1520,0,13628084,6076
#NAME?,1521,0,13628084,6076
#NAME?,1522,0,13628084,6076
#NAME?,1523,0,13628084,6076
#NAME?,1524,0,13628084,6076
#NAME?,1525,0,13628084,6076
#NAME?,1526,0,13628084,6076
#NAME?,1527,0,13628084,6076
#NAME?,1528,0,13628084,6076
#NAME?,1529,0,13628084,6076
#NAME?,1530,0,13628084,6076
#NAME?,1531,0,13628084,6076
#NAME?,1532,0,13628084,6076
#NAME?,1533,0,13628084,6076
#NAME?,1534,0,13628084,6076
#NAME?,1535,0,13628084,6076
#NAME?,1536,0,13628084,6076
#NAME?,1537,0,13368198,6076
#NAME?,1538,0,13368198,6076
#NAME?,1539,0,13368198,6076
#NAME?,1540,0,13368198,6076
#NAME?,1541,0,13368198,6076
#NAME?,1542,0,13368198,6076
#NAME?,1543,0,13368198,6076
#NAME?,1544,0,13368198,6076
#NAME?,1545,0,13368198,6076
#NAME?,1546,0,13368198,6076
#NAME?,1547,0,13368198,6076
#NAME?,1548,0,13368198,6076
#NAME?,1549,0,13368198,6076
#NAME?,1550,0,13368198,6076
#NAME?,1551,0,13368198,6076
#NAME?,1552,0,13368198,6076
